Token,Index
再有,2273
盯,2274
发给,2275
宁可,2276
老虎,2277
规矩,2278
填写,2279
这份,2280
表格,2281
市中心,2282
回,2283
昨天晚上,2284
节目,2285
一年,2286
两次,2287
付,2288
完款,2289
那件,2290
好看,2291
往,2292
奶油,2293
国王,2294
处死,2295
女士,2296
问好,2297
潜心研究,2298
老实,2299
这事,2300
亚洲,2301
非洲,2302
修复,2303
暖气,2304
系统,2305
米饭,2306
肺癌,2307
那天,2308
车里,2309
流行音乐,2310
轻轻地,2311
移动,2312
它关,2313
来些,2314
牛肉,2315
等会儿,2316
听听,2317
桌布,2318
橱柜,2319
城堡,2320
河,2321
冰箱,2322
拿点,2323
糖尿病,2324
秘书,2325
炒,2326
四倍,2327
欧洲,2328
不规则,2329
动词,2330
英雄,2331
书放回,2332
原来,2333
对于,2334
三场,2335
葬礼,2336
别碰,2337
布满,2338
星辰,2339
依旧,2340
充满活力,2341
扔,2342
块,2343
石头,2344
打向,2345
鸟儿,2346
联络,2347
走向,2348
快要,2349
共,2350
侍二主,2351
菠菜,2352
不停,2353
恶劣,2354
汤,2355
到底,2356
怎么回事,2357
入室,2358
盗窃者,2359
趁,2360
旅游,2361
闯入,2362
不远,2363
50,2364
感觉得到,2365
柳橙,2366
卡拉,2367
加热,2368
冰它,2369
融化,2370
控告,2371
高尔夫球,2372
可能性,2373
首歌,2374
想家,2375
传闻,2376
礼物,2377
酷爱,2378
这艘,2379
雷达,2380
装备,2381
头,2382
撞,2383
一根,2384
柱子,2385
因为,2386
底下,2387
长时间,2388
国际,2389
玩笑,2390
大火,2391
烧成,2392
灰烬,2393
点钱,2394
发明,2395
高中生,2396
红旗,2397
代表,2398
存在,2399
是从,2400
照,2401
相,2402
搭帐篷,2403
蒙娜丽莎,2404
有着,2405
神秘,2406
一片,2407
比萨饼,2408
大雨,2409
既往不咎,2410
甜,2411
旧书,2412
不用,2413
强迫,2414
人去,2415
购物,2416
英文,2417
睡眠,2418
安详,2419
考试,2420
身体,2421
浪费时间,2422
金钱,2423
成长,2424
充足,2425
能量,2426
拍照,2427
整晚,2428
别吵,2429
沙特阿拉伯,2430
妇女,2431
罪魁祸首,2432
棒球队,2433
破坏,2434
教育,2435
来看,2436
会儿,2437
多数,2438
至少,2439
刷,2440
牙,2441
压力,2442
博物馆,2443
周一,2444
周五,2445
开门,2446
默默地,2447
哭泣,2448
酬劳,2449
很久没,2450
播出,2451
认真,2452
公正,2453
起立,2454
电影院,2455
挤满,2456
星期五,2457
傍晚,2458
地盘,2459
和蔼可亲,2460
八点,2461
路太窄,2462
通行,2463
做过,2464
母语,2465
移过去,2466
任何借口,2467
真坏,2468
藏,2469
床垫,2470
停车,2471
便宜,2472
起初,2473
散散步,2474
将会,2475
食欲,2476
拒绝,2477
提议,2478
教练,2479
走快,2480
UN,2481
拍拍,2482
肩膀,2483
一会,2484
指望,2485
用功读书,2486
赶上,2487
架飞机,2488
著陆,2489
交往,2490
几个,2491
月,2492
易,2493
患感冒,2494
教堂,2495
生活费,2496
太阳,2497
不亮,2498
剧院,2499
戏,2500
明显,2501
赚钱,2502
墙壁,2503
正有,2504
同班,2505
再也,2506
摸索,2507
打折,2508
仪式,2509
最先,2510
贵,2511
青少年,2512
主要,2513
巴黎,2514
罢工,2515
影响,2516
经济,2517
现代人,2518
仰赖,2519
竞选,2520
委员会,2521
相关,2522
调查,2523
进行,2524
蠢,2525
感谢您,2526
光临,2527
得太多,2528
跳入,2529
水中,2530
手枪,2531
目标,2532
边,2533
摧毁,2534
寺庙,2535
驾照,2536
人造,2537
皮革,2538
比不上,2539
真皮,2540
卡车,2541
辗过,2542
一个圈,2543
翻译,2544
不了,2545
转,2546
小声,2547
现金,2548
折扣,2549
在读,2550
全天,2551
小说,2552
橙子,2553
渴望,2554
好些,2555
出门时,2556
手帕,2557
聪明,2558
一本,2559
黄色,2560
超过,2561
八十万,2562
巴斯克语,2563
使用者,2564
意外,2565
丧生,2566
边境,2567
开水,2568
茶壶,2569
灌满,2570
家离,2571
进入,2572
客满,2573
价格,2574
好点,2575
路,2576
建,2577
两杯,2578
苹果汁,2579
盗版,2580
花园里,2581
打牌,2582
过头,2583
讲演,2584
摘下,2585
黑色,2586
冷,2587
一件,2588
毛衣,2589
海滩,2590
哪条,2591
牙膏,2592
办法,2593
主题,2594
错过,2595
大学毕业,2596
看法,2597
挣,2598
继承,2599
事业,2600
落水,2601
熄灭,2602
漫画,2603
举个,2604
例子,2605
极了,2606
别理,2607
伊拉克,2608
伊朗,2609
打败,2610
随地吐痰,2611
草地,2612
泪流满面,2613
信守,2614
承诺,2615
天才,2616
异常,2617
寒冷,2618
主意,2619
不行,2620
从小,2621
点事,2622
提升,2623
记忆力,2624
重,2625
肯定,2626
很晚,2627
才,2628
别忘了,2629
垃圾,2630
熬夜,2631
熬,2632
都行,2633
往下,2634
发觉,2635
婴儿,2636
霸王餐,2637
鸟,2638
哪个,2639
气候,2640
正忙着,2641
洋装,2642
选举,2643
一致,2644
非凡,2645
天份,2646
鸟叫,2647
发现,2648
盒子,2649
提出,2650
就要,2651
降落,2652
冷静下来,2653
偶然,2654
那家,2655
餐馆,2656
天暗,2657
二十位,2658
大好,2659
前途,2660
摆在,2661
面前,2662
山,2663
全年,2664
覆盖,2665
雪,2666
事是,2667
敲门,2668
铃声,2669
八点钟,2670
响起,2671
尽力,2672
打交道,2673
事实,2674
般的,2675
写信,2676
肥,2677
不止,2678
抛弃,2679
饿虎扑羊,2680
午餐时间,2681
想待,2682
远足,2683
睡不着,2684
觉,2685
仆人,2686
黑暗,2687
进餐,2688
光线,2689
指责,2690
爬树,2691
床单,2692
铺,2693
装置,2694
不去,2695
卧病在床,2696
虽然,2697
雇,2698
私人侦探,2699
看守,2700
炸,2701
何不,2702
早知如此,2703
包,2704
内能,2705
学到,2706
往前走,2707
科学幻想,2708
上周日,2709
生病,2710
没关系,2711
项目,2712
五楼,2713
音乐感,2714
不感兴趣,2715
做好,2716
五月,2717
初到,2718
大阪,2719
刮,2720
胡子,2721
这次,2722
溜出,2723
教室,2724
故意,2725
踩,2726
干什么,2727
多一些,2728
烤牛肉,2729
没法,2730
牵着,2731
这栋,2732
介绍,2733
多高,2734
包开,2735
搭,2736
商店,2737
各种,2738
香料,2739
下着雨,2740
鱼多过,2741
咬,2742
那些,2743
背叛,2744
信赖,2745
雨下,2746
很大,2747
屈服,2748
诱惑,2749
之下,2750
说明,2751
生鱼,2752
任务,2753
眼线笔,2754
桌上,2755
有张,2756
一幅,2757
选项,2758
哪部,2759
男孩子,2760
跑步,2761
发言,2762
完后,2763
袜子,2764
菜单,2765
噢,2766
藏身,2767
灌木,2768
以免,2769
赤脚,2770
树木,2771
抽芽,2772
奥运会,2773
开口,2774
银,2775
五岁,2776
以下,2777
全免,2778
能来,2779
笔记本电脑,2780
牛排,2781
几分,2782
熟,2783
新年,2784
真笨,2785
要花,2786
荷兰,2787
可不可以,2788
开幕式,2789
腿,2790
不难,2791
大叫,2792
张,2793
圆桌,2794
谁的车,2795
马力,2796
可爱,2797
辆车,2798
抓紧,2799
间,2800
正式,2801
职员,2802
造成,2803
损害,2804
这场,2805
爆炸,2806
瓦斯,2807
外泄,2808
引起,2809
单人房,2810
祝,2811
这架,2812
四十多岁,2813
本事,2814
面带,2815
大大的,2816
笑容,2817
招呼,2818
拿走,2819
锤子,2820
语法,2821
复杂,2822
花太,2823
可怕,2824
轻易,2825
先收,2826
思绪,2827
"""",2828
聪明人,2829
蛇,2830
不动,2831
榨,2832
柳橙汁,2833
枕头,2834
阁楼,2835
箱子,2836
警察,2837
粗心,2838
导致,2839
网球,2840
应,2841
侵犯,2842
喝点,2843
结案,2844
过得,2845
这点,2846
多次,2847
四点,2848
十分,2849
小镇,2850
高品质,2851
乐意,2852
多付,2853
伞,2854
今晨,2855
天使,2856
吉他手,2857
盖,2858
一栋,2859
新房子,2860
辛勤努力,2861
支,2862
俩,2863
表哥,2864
申请,2865
奖学金,2866
三个,2867
乳牛,2868
队,2869
赢得,2870
比赛,2871
宽度,2872
想像,2873
四个,2874
保护,2875
和善,2876
获人,2877
赠马,2878
打破,2879
挥,2880
受了伤,2881
议程,2882
白天,2883
充电,2884
我该,2885
唐人街,2886
吃晚饭,2887
他求,2888
求,2889
七次,2890
尽情,2891
善恶,2892
听不懂,2893
全新,2894
号,2895
房屋,2896
洪水,2897
冲走,2898
请带,2899
他划,2900
乡间,2901
牵扯,2902
事里,2903
老幼,2904
练习,2905
带到,2906
吼,2907
终身,2908
未娶,2909
这班,2910
如此,2911
拥挤,2912
以至于,2913
整个,2914
车程,2915
拥抱,2916
演员,2917
一班,2918
随意,2919
没人能,2920
乳酪,2921
检查一下,2922
不怕死,2923
躲,2924
草丛里,2925
做得好,2926
洗,2927
盘子,2928
两年,2929
了不起,2930
洋娃娃,2931
婶婶,2932
救护车,2933
直升机,2934
解救,2935
哪本,2936
挟,2937
包裹,2938
小菜一碟,2939
胡说,2940
缺乏经验,2941
较,2942
温度,2943
监控,2944
摄像头,2945
药会,2946
上面,2947
付钱,2948
青椒,2949
给予,2950
力所能及,2951
急著,2952
多云,2953
路过,2954
市政厅,2955
蛋黄酱,2956
电风扇,2957
想一想,2958
说些,2959
无聊,2960
记住,2961
祝您,2962
一路顺风,2963
会来,2964
四轮,2965
溜冰,2966
二,2967
撇子,2968
适用,2969
暗,2970
谋生,2971
他试,2972
短,2973
一整天,2974
成绩,2975
害羞,2976
他来,2977
留在,2978
希尔顿,2979
宾馆,2980
可惜,2981
狮子,2982
万兽之王,2983
母爱,2984
闻名,2985
处于,2986
深度,2987
昏迷,2988
状态,2989
真是太,2990
将要,2991
抢,2992
明确,2993
表示,2994
再来,2995
解雇,2996
玩游戏,2997
他开,2998
随身带,2999
顺道去,3000
书店,3001
流血,3002
不时,3003
难过,3004
国际象棋,3005
每首歌,3006
长期,3007
备受,3008
欢迎,3009
确信,3010
放火烧,3011
校舍,3012
腋下,3013
一流,3014
选手,3015
骄傲,3016
酷暑,3017
持续,3018
20,3019
现实,3020
因,3021
训斥,3022
富士山,3023
打鼾,3024
关上,3025
句子,3026
多来点,3027
点太多,3028
岛,3029
天堂,3030
醒醒,3031
一段时间,3032
观点,3033
非常简单,3034
如下,3035
擅长,3036
警告,3037
水是,3038
深深,3039
触动,3040
门太窄,3041
哪顶,3042
兴奋不已,3043
左手,3044
写字,3045
倒数,3046
得知,3047
坏消息,3048
金丝雀,3049
杀死,3050
意大利,3051
同盟国,3052
发言人,3053
评论,3054
极有,3055
攻击性,3056
弄,3057
搭便车,3058
钳子,3059
工具箱,3060
不得不,3061
提供,3062
出门,3063
守约,3064
戴假发,3065
犯错,3066
激动,3067
回去,3068
观察,3069
业余爱好,3070
这本,3071
包含,3072
成千上万,3073
外国人,3074
埋葬,3075
独生子,3076
回家路上,3077
捡,3078
推荐,3079
文件夹,3080
完全正确,3081
娶,3082
延期,3083
月球,3084
邮箱,3085
认出,3086
最蓝,3087
真重,3088
很脏,3089
适度,3090
身心,3091
焕然一新,3092
刀,3093
直接,3094
关系,3095
教师,3096
指着,3097
逻辑,3098
世上,3099
每,3100
毛毯,3101
不够,3102
去往,3103
一年四季,3104
温暖,3105
变老,3106
大半,3107
早晨,3108
整理,3109
好久不见,3110
历史,3111
兴趣,3112
握个,3113
和解,3114
第十课,3115
忙碌,3116
见过,3117
活生生,3118
怎么办,3119
钱币,3120
价值,3121
取决于,3122
金属,3123
重量,3124
保镖,3125
戴着,3126
耳机,3127
优秀,3128
篮球,3129
冰激凌,3130
洗手间,3131
繁星,3132
拿手,3133
一整夜,3134
几年,3135
搆,3136
令,3137
吃惊,3138
破,3139
呀,3140
你学,3141
哪种,3142
你长,3143
干,3144
傻事,3145
这支,3146
弹,3147
天书,3148
说不出,3149
做不了,3150
项,3151
生蛋,3152
玻璃,3153
花瓶,3154
有件事,3155
商量,3156
地球,3157
脸上,3158
满是,3159
泥,3160
他读,3161
服务台,3162
另外,3163
烦,3164
八点半,3165
上课,3166
求婚,3167
好多,3168
熟人,3169
几点,3170
会到,3171
从门,3172
传来,3173
办,3174
盛大,3175
激动不已,3176
没听说过,3177
前写,3178
第二次,3179
同样,3180
糊涂,3181
勉强,3182
企图,3183
自杀,3184
进攻,3185
防御,3186
一读,3187
午餐,3188
打猎,3189
别来,3190
谈过,3191
职业,3192
运动员,3193
体重,3194
很酸,3195
差事,3196
接手,3197
一眨眼,3198
提高,3199
音量,3200
时所,3201
来时,3202
柜子,3203
装潢,3204
冷饮,3205
包括,3206
挪不动,3207
多加,3208
做到,3209
这鱼,3210
三文鱼,3211
我付,3212
十美元,3213
这顶,3214
加拿大,3215
外甥女,3216
友情,3217
笼子,3218
蟋蟀,3219
野生,3220
肚子疼,3221
西班牙,3222
坏掉,3223
里加,3224
方向,3225
外,3226
暖和,3227
么,3228
女长,3229
不订些,3230
批萨,3231
住址,3232
打个,3233
折,3234
交朋友,3235
鞋底,3236
粘,3237
口香糖,3238
烫,3239
急于,3240
他学,3241
英国,3242
今天天气,3243
待在家里,3244
胃里,3245
千军万马,3246
咱们,3247
这幅,3248
过药,3249
噪音,3250
连针,3251
掉,3252
地上,3253
敌人,3254
一般,3255
法国人,3256
滑铁卢,3257
之役,3258
败仗,3259
住院,3260
一个月,3261
私下,3262
讲述,3263
旅馆,3264
游泳池,3265
报价,3266
数十,3267
失踪,3268
抽屉,3269
上锁,3270
馅饼,3271
牙龈,3272
误删,3273
睁,3274
任命,3275
经理,3276
清晨,3277
脱离,3278
不少,3279
五百名,3280
由,3281
收成,3282
街,3283
铺上,3284
柏油,3285
垒球,3286
很感兴趣,3287
寻找,3288
逃生,3289
途径,3290
匿名,3291
红十字,3292
捐,3293
大笔,3294
曾经,3295
食物中毒,3296
厨师,3297
遗失,3298
得出,3299
结论,3300
空姐,3301
残骸,3302
厌恶,3303
没说出,3304
舅舅,3305
担任,3306
看著,3307
还给,3308
撒盐,3309
但,3310
山有,3311
外形,3312
及,3313
以上,3314
发烧,3315
那首歌,3316
很会,3317
做菜,3318
无法忍受,3319
受苦,3320
堂兄,3321
前戒,3322
烟,3323
狐狸,3324
掉入,3325
同一个,3326
陷阱,3327
正好,3328
人满为患,3329
受,3330
惊吓,3331
烧鱼,3332
多余,3333
人能,3334
JST,3335
烧烤,3336
架上,3337
烤肉,3338
有关,3339
重视,3340
自身,3341
做一套,3342
人有,3343
黑斯廷斯,3344
战役,3345
战场,3346
手臂,3347
奶奶,3348
坐火车,3349
骗子,3350
士兵,3351
告辞,3352
一无所知,3353
吃些,3354
遗憾,3355
祖国,3356
篮子,3357
同胞,3358
一共,3359
约翰,3360
谈恋爱,3361
孤单,3362
不幸,3363
吃完饭,3364
喝咖啡,3365
杯,3366
一颗,3367
唱,3368
一首歌,3369
画画,3370
往返,3371
函馆,3372
私人,3373
钢琴课,3374
低成本,3375
换,3376
脱,3377
逐字逐句,3378
英文翻译,3379
日文,3380
只表,3381
物价上涨,3382
俄语,3383
亲,3384
十八岁,3385
剧场,3386
天黑,3387
真让人,3388
要死,3389
吵架,3390
止咳药,3391
三十年,3392
婚姻,3393
弹得,3394
困了,3395
哦,3396
更加,3397
下楼,3398
火山,3399
喷发,3400
讲慢,3401
篇,3402
信息量,3403
驾驶执照,3404
责任,3405
绘画,3406
守规矩,3407
建筑,3408
长生不死,3409
雨来,3410
区域,3411
天要,3412
变,3413
随著,3414
增长,3415
玩世不恭,3416
联盟,3417
想不到,3418
巧合,3419
蔬果,3420
平衡,3421
饮食,3422
必不可少,3423
逃离,3424
干嘛,3425
零食,3426
一组,3427
小区,3428
这笔,3429
偷东西,3430
温习,3431
问个问题,3432
乡巴佬,3433
好要,3434
订单,3435
打瞌睡,3436
上读,3437
胆小鬼,3438
改动,3439
讯息,3440
天里,3441
太高兴,3442
欢迎会,3443
古董,3444
眼光,3445
不穷,3446
很想,3447
日本料理,3448
生意,3449
获得成功,3450
软件,3451
不断,3452
进化,3453
致歉,3454
挺,3455
单词,3456
喂,3457
新来,3458
账,3459
办公桌,3460
旁站,3461
还会,3462
长靴,3463
迫害,3464
等等,3465
电工,3466
电话响,3467
期待,3468
来信,3469
空气,3470
煤,3471
并不一定,3472
算数,3473
丢掉,3474
开放,3475
店,3476
捉弄,3477
老人家,3478
好意,3479
相遇,3480
必然,3481
受伤,3482
偶发事件,3483
实用,3484
小狗,3485
狗会,3486
座位,3487
疯狂,3488
瓶子,3489
掉下来,3490
摔碎,3491
原料,3492
感受,3493
人群,3494
周围,3495
聚集,3496
政治,3497
我妈,3498
试图,3499
过河,3500
回忆,3501
呼叫,3502
嘲弄,3503
薪水,3504
房,3505
温室,3506
种植,3507
黑海,3508
事实上,3509
总让,3510
虫子,3511
这项,3512
随便,3513
采用,3514
不下雨,3515
则,3516
矣,3517
握紧,3518
铲子,3519
开幕,3520
大庭广众,3521
二楼,3522
地图,3523
所在,3524
果汁,3525
打包,3526
盒,3527
会变,3528
拘捕,3529
超重,3530
酒馆,3531
常客,3532
迷路,3533
双胞胎,3534
打得,3535
他射,3536
鹿一箭,3537
做生意,3538
借钱,3539
犹豫,3540
邻村,3541
我梦到,3542
游戏,3543
握住,3544
少,3545
抽烟,3546
必需,3547
商人,3548
公里,3549
洋葱,3550
土豆,3551
快些,3552
牛津大学,3553
一半,3554
烂,3555
痛,3556
社团活动,3557
从未,3558
富有,3559
那台,3560
一封信,3561
好棒,3562
打了个,3563
车去,3564
搞错,3565
干些,3566
没回,3567
射中,3568
走运,3569
她们,3570
美的,3571
留着,3572
最快,3573
试著,3574
我下,3575
一站,3576
下车,3577
每次,3578
露出,3579
眼神,3580
发行,3581
云,3582
私立学校,3583
下礼拜,3584
诗,3585
翻译成,3586
可乐,3587
即使,3588
入学考试,3589
客机,3590
班,3591
女生,3592
空,3593
一举成名,3594
守旧,3595
来到,3596
换种,3597
风暴,3598
推迟,3599
起程,3600
炎热,3601
潮湿,3602
懒散,3603
林肯,3604
承受,3605
有大,3606
太热,3607
自,3608
预测,3609
逃学,3610
警官,3611
灾难,3612
电视机,3613
周全,3614
车库里,3615
逼,3616
心情,3617
命题,3618
符合,3619
致死,3620
六人,3621
气色,3622
社会,3623
改革,3624
收集,3625
穿鞋,3626
街角,3627
脱鞋,3628
这不关,3629
变小,3630
嘛,3631
圣诞快乐,3632
起居室,3633
熊,3634
词,3635
别老,3636
好痒,3637
那本书,3638
从头到尾,3639
锕,3640
不爱,3641
鲑鱼,3642
淡水,3643
产卵,3644
宣布,3645
即将来临,3646
表示同情,3647
为生,3648
应对,3649
碰到,3650
回应,3651
我用,3652
幕后操纵,3653
逃跑,3654
日历,3655
挂,3656
墙上,3657
协助,3658
喝冷,3659
树干,3660
南北战争,3661
冷静,3662
报酬,3663
溜走,3664
围裙,3665
系,3666
腰,3667
麻将,3668
整年,3669
一打,3670
常见,3671
向导,3672
列车,3673
之外,3674
好玩,3675
重新考虑,3676
此事,3677
那栋,3678
面粉,3679
那么出色,3680
一家,3681
晴朗,3682
红茶,3683
普遍,3684
恐慌,3685
问题所在,3686
拜托,3687
管不住,3688
后天,3689
一夜,3690
学术,3691
造假,3692
容纳,3693
香蕉,3694
派,3695
相似,3696
摔倒,3697
欧洲人,3698
无礼,3699
伤心地,3700
汽水,3701
体育运动,3702
走开,3703
下面,3704
搞不懂,3705
辣,3706
点儿,3707
山巅,3708
无处,3709
可归,3710
前天,3711
火灾,3712
介意,3713
说服,3714
缺钱,3715
我来,3716
做点,3717
自助餐厅,3718
回家吧,3719
醒,3720
我些,3721
脉搏,3722
遵循,3723
多美,3724
求助,3725
绝对,3726
青蛙,3727
虚弱,3728
书画,3729
插画,3730
画家,3731
照相机,3732
念,3733
几年级,3734
解决办法,3735
智慧,3736
经验,3737
一家人,3738
成名,3739
十支,3740
竞逐,3741
奖项,3742
无需,3743
牙医,3744
流露,3745
感情,3746
抬,3747
书桌上,3748
上床,3749
睡得,3750
厌烦,3751
长篇大论,3752
传给,3753
患有,3754
骨质疏松症,3755
在场,3756
规定,3757
交上来,3758
作,3759
冷到,3760
员工,3761
疟疾,3762
传染,3763
湿,3764
观众,3765
深受感动,3766
母亲节,3767
计算,3768
行星,3769
距离,3770
难以置信,3771
此刻,3772
做饭,3773
面试,3774
永久,3775
再寄,3776
盲,3777
输,3778
毫无根据,3779
罪,3780
金钱万能,3781
醒来时,3782
别试,3783
探听,3784
此,3785
令人,3786
难以,3787
够,3788
火山灰,3789
阻碍,3790
航运,3791
晚些,3792
我试,3793
结成,3794
冰,3795
朵,3796
人造花,3797
十二月,3798
三十,3799
后来,3800
酸性,3801
腐蚀,3802
安排,3803
入座,3804
兴趣爱好,3805
果酱,3806
疯,3807
解决问题,3808
他病,3809
十门,3810
生产,3811
鹰,3812
翅膀,3813
好久没,3814
帆船,3815
可否,3816
劳驾,3817
劳碌,3818
阳台,3819
拍,3820
佛罗伦萨,3821
避免,3822
米价,3823
下跌,3824
邮局,3825
声明,3826
一辆车,3827
单身,3828
沿着,3829
河走,3830
段,3831
摔成,3832
碎片,3833
难以容忍,3834
盈利,3835
汤太烫,3836
书虫,3837
重伤,3838
借口,3839
星期六,3840
娃娃,3841
震动,3842
无赖,3843
误以为,3844
目的,3845
跟你走,3846
第二颗,3847
钮扣,3848
打仗,3849
初衷,3850
放风筝,3851
一轮,3852
勇敢,3853
不必要,3854
一首,3855
歌,3856
土壤,3857
听说,3858
有名气,3859
一九七二年,3860
十月十日,3861
有点累,3862
摆出,3863
一副,3864
胖,3865
杀,3866
笔,3867
鹿,3868
踪迹,3869
疑问,3870
两英里,3871
著急,3872
明智,3873
人要衣装,3874
没能,3875
领带,3876
围着,3877
要来,3878
带来,3879
飞行员,3880
扇门,3881
再过,3882
两,3883
三周,3884
确实,3885
靠左,3886
行驶,3887
有意思,3888
温泉,3889
最新,3890
时尚,3891
趋势,3892
行不通,3893
完信,3894
市区,3895
公车站,3896
牌,3897
它令,3898
刮胡子,3899
太棒了,3900
服用,3901
药物,3902
不深,3903
没醉,3904
沉默不语,3905
这得,3906
奴隶,3907
店里,3908
要钱,3909
挺蠢,3910
那狗,3911
眼是,3912
信过,3913
买车,3914
一手,3915
好菜,3916
适合,3917
毛病,3918
务必,3919
淡水鱼,3920
删除,3921
牙齿,3922
卡,3923
铁路,3924
公路,3925
平行,3926
大写字母,3927
开头,3928
真心,3929
输入,3930
密码,3931
承担,3932
后果,3933
喜不喜欢,3934
带我去,3935
慢点,3936
汇入,3937
太平洋,3938
很帅,3939
多亏,3940
冷夏,3941
抱,3942
事时,3943
活力,3944
竟然,3945
天真,3946
壮丽,3947
日落,3948
景色,3949
队长,3950
种,3951
天下,3952
无不,3953
散,3954
之,3955
筵席,3956
信息,3957
要生,3958
互相,3959
屈服于,3960
隐私,3961
按,3962
路子走,3963
著墙,3964
整天,3965
车盖,3966
套,3967
律师,3968
采取,3969
一顿饭,3970
病人,3971
报警,3972
紧急情况,3973
期望,3974
鬼,3975
发,3976
邮件,3977
送给,3978
身子,3979
胳膊,3980
胜,3981
雄辩,3982
桌旁,3983
举起,3984
右臂,3985
读报,3986
谢幕,3987
一句,3988
实话,3989
贪婪,3990
无故,3991
辞退,3992
学期,3993
负,3994
全责,3995
深夜,3996
分清是非,3997
别动,3998
魔鬼,3999
辩护士,4000
98,4001
零钱,4002
一元,4003
美金,4004
喊叫,4005
走极端,4006
湖上,4007
滑冰,4008
嘴巴,4009
相当于,4010
谈话,4011
匆忙,4012
喜爱,4013
起飞,4014
懦夫,4015
二十岁,4016
生,4017
第一个,4018
好美,4019
超速,4020
灵感,4021
毫无意义,4022
张开嘴巴,4023
闭上眼睛,4024
辞职,4025
染过,4026
脚痛,4027
补给,4028
再试,4029
无济于事,4030
PTA,4031
查,4032
词典,4033
交,4034
房顶,4035
胃口,4036
四分之三,4037
英里,4038
有棵,4039
松树,4040
太大,4041
雇用,4042
他作,4043
程式,4044
设计师,4045
十岁,4046
归功于,4047
好运,4048
多坏,4049
弄坏了,4050
锁,4051
不敢相信,4052
里面,4053
丰收,4054
无关紧要,4055
友好,4056
火鸡,4057
我点,4058
混在,4059
起得,4060
吐司,4061
上放,4062
蜂蜜,4063
忠厚老实,4064
不论,4065
丛林,4066
八成,4067
之内,4068
放晴,4069
带著,4070
摆脱,4071
毫无疑问,4072
明早,4073
忍住,4074
没空,4075
更亲,4076
尽兴,4077
烦死,4078
不带,4079
援助,4080
雪中送炭,4081
满足,4082
晚点,4083
城里,4084
古老,4085
打断,4086
顿饭,4087
充饥,4088
解饿,4089
好奇,4090
有用,4091
一叠,4092
试试,4093
密谋,4094
杀害,4095
挤过去,4096
地爱,4097
迟早会,4098
刷牙,4099
驾驶,4100
玩意儿,4101
比萨,4102
遵守规则,4103
沉默,4104
从现在起,4105
市立,4106
最低工资,4107
全力以赴,4108
系上,4109
安全带,4110
集邮册,4111
信号,4112
不假思索,4113
脱口而出,4114
产品,4115
称,4116
减肥,4117
独立,4118
弯曲,4119
右,4120
书桌,4121
狼,4122
保管,4123
三点,4124
歌曲,4125
哪首,4126
墙,4127
前到,4128
不太,4129
对方,4130
教授,4131
熟悉,4132
文化,4133
十九世纪,4134
年代,4135
萧条,4136
时期,4137
仅,4138
记忆,4139
保证,4140
酸雨,4141
现象,4142
主管,4143
人谈过,4144
面带微笑,4145
打招呼,4146
上网,4147
多才多艺,4148
广播,4149
他够,4150
目前,4151
好多天,4152
刷新,4153
百米,4154
短跑,4155
世界纪录,4156
逃过,4157
衰老,4158
表现,4159
门关,4160
进不去,4161
已,4162
踢,4163
砍伐,4164
非法,4165
关掉,4166
凄清,4167
孤独,4168
养活,4169
冲澡,4170
十二岁,4171
戒酒,4172
一旦,4173
养成,4174
二十四个,4175
罗马不是,4176
建成,4177
猜,4178
十年,4179
假设,4180
塞住,4181
尽可能,4182
声调,4183
看一看,4184
大自然,4185
做些,4186
入场费,4187
那时,4188
体温,4189
上升,4190
这歌,4191
设计,4192
本身,4193
恐惧,4194
愤怒,4195
迫不及待,4196
争论,4197
长着,4198
长长的,4199
短短的,4200
尾巴,4201
修好,4202
一个包,4203
缺少,4204
一楼,4205
惊呆,4206
公交车,4207
那事会,4208
傻,4209
外文,4210
中拥,4211
难题,4212
统治,4213
远,4214
瑞士,4215
位于,4216
法国,4217
立即,4218
送医,4219
皮肤,4220
光滑,4221
有三米,4222
深,4223
对此,4224
困住,4225
破例,4226
前来,4227
后后,4228
想起,4229
已故,4230
便,4231
交上,4232
班上,4233
人好,4234
班有,4235
祝你好运,4236
项链,4237
一口气,4238
吹灭,4239
生日蛋糕,4240
蜡烛,4241
碳酸,4242
咖哩,4243
重新启动,4244
天色,4245
判断,4246
稍后,4247
专业,4248
分辨,4249
瞒,4250
精神,4251
辛辣,4252
除非,4253
事先,4254
蜜月,4255
搬出去,4256
拉,4257
京都,4258
古庙,4259
冬天,4260
实在,4261
合适,4262
出色,4263
导游,4264
册子,4265
不怕,4266
汤碗,4267
猜想,4268
猫儿,4269
预料,4270
龙虾,4271
亮,4272
提了,4273
信用卡,4274
支付,4275
抱负,4276
不耐烦,4277
权利,4278
长得,4279
肚子,4280
饿极了,4281
吸烟,4282
一排,4283
每周,4284
棕色,4285
哟,4286
水在,4287
摄氏,4288
酒,4289
灌入,4290
瓶,4291
椭圆形,4292
一双,4293
季节,4294
缺,4295
勺子,4296
西,4297
蓝花,4298
电线,4299
用来,4300
运送,4301
电力,4302
一桶,4303
漆黑,4304
各国,4305
离家,4306
相簿,4307
走廊,4308
开了门,4309
幸运地,4310
往前,4311
积极主动,4312
冒犯,4313
科罗拉多州,4314
大农场,4315
雇佣,4316
庙里,4317
一边,4318
读过,4319
种类,4320
高楼,4321
不惜一切,4322
全都,4323
濒临,4324
物种,4325
圆,4326
搭公车,4327
